ន	និង|នៃ|នេះ|នៅ|នៅក្នុង|នឹង
ចារ	ចារកម្ម|ចារឹក|ចារី
ចារក	ចារកម្ម
ចារកម	ចារកម្ម
លិប	លិបិក្រម|លិបិ
លិបិ	លិបិក្រម|លិបិ
លិបិក	លិបិក្រម
ម្ដ	ម្ដង|ម្ដាយ
ម្ដង	ម្ដង
មាន៖	មាន៖
ការទម	ការទម្លាយ|ការទម្លាក់|ការទម្លាយជាច្រើន|ការទម្លុះ
អំពា	អំពាវនាវ
អំពាវ	អំពាវនាវ
រុំ	រុំ
ស្ទាល	ស្ទាល
សាស្រ	សាស្រ្តាចារ្យ|សាស្រ្ត៖|សាស្រ្ត
ម្ភ	ម្ភ៖|ម្ភៃ
ម្ភ៖	ម្ភ៖
រួមរ	រួមរស់|រួមរវាង
រួមរស	រួមរស់
ការឯ	ការឯកភាព
ការឯក	ការឯកភាព
រូង	រូង
បញ្ឆ	បញ្ឆោត|បញ្ឆេះ|បញ្ឆិត|បញ្ឆៀង
បញ្ឆោ	បញ្ឆោត
ឆ្លៀ	ឆ្លៀត
ឆ្លៀត	ឆ្លៀត
អូប	អូប៉េរ៉ា|អូបាទ|អូបុរស|អូប្រាកដ
អូប៉	អូប៉េរ៉ា
អូប៉េ	អូប៉េរ៉ា
សំដែ	សំដែង|សំដែង៖
សំដែង	សំដែង|សំដែង៖
ញូត	ញូតុន
ញូតុ	ញូតុន
ញូតុន	ញូតុន
ឯណ	ឯណា
ឯណា	ឯណា
ពពក៖	ពពក៖
សេឡ	សេឡេ|សេឡេស្ទាល
សេឡេ	សេឡេ|សេឡេស្ទាល
ដោយឡ	ដោយឡែក
ដោយឡែ	ដោយឡែក
សូប	សូប៉ូតាមៀ|សូប៉ូតាមៀន
សូប៉	សូប៉ូតាមៀ|សូប៉ូតាមៀន
សូប៉ូ	សូប៉ូតាមៀ|សូប៉ូតាមៀន
ក្រែ	ក្រែម|ក្រែង
ក្រែម	ក្រែម
សោរ	សោរ|សោរឹងមាំ|សោរថយន្ត
ការហូ	ការហូរច្រោះ|ការហូបចុក|ការហូរ|ការហូរហៀរ
បណ្ដោ	បណ្ដោះអាសន្ន|បណ្ដោយ
ការងើ	ការងើប|ការងើបឡើង
តង	តង់|តង់ស៊ីតេ|តង្កៀប
តង់	តង់|តង់ស៊ីតេ
គ្រឹស	គ្រឹស្ត
ច្រៀ	ច្រៀង
ច្រៀង	ច្រៀង
ចលក	ចលករ
ចលករ	ចលករ
តង់ស	តង់ស៊ីតេ
តង់ស៊	តង់ស៊ីតេ
ស្មូ	ស្មូន
ស្មូន	ស្មូន
ទឹក៖	ទឹក៖
កំពង	កំពង់ផែ
កំពង់	កំពង់ផែ
ចូលន	ចូលនិវត្តន៍|ចូលនិវត្ត
ចូលនិ	ចូលនិវត្តន៍|ចូលនិវត្ត
ជម្រះ	ជម្រះ
ស់	ស់៖
ស់៖	ស់៖
សហព	សហព័ន្ធ|សហព័ន្ឋ
សហព័	សហព័ន្ធ|សហព័ន្ឋ
សហព័ន	សហព័ន្ធ|សហព័ន្ឋ
ប្រដ	ប្រដាល់|ប្រដាប់|ប្រដាប់ប្រដា|ប្រដៅ|ប្រដូច|ប្រដាប់អាវុធ
ប្រដា	ប្រដាល់|ប្រដាប់|ប្រដាប់ប្រដា|ប្រដាប់អាវុធ
ឥស	ឥស្សរជន|ឥស្លាម
ឥស្	ឥស្សរជន|ឥស្លាម
ឥស្ស	ឥស្សរជន
ឥស្សរ	ឥស្សរជន
ជនល	ជនល្មើស
ជនល្	ជនល្មើស
ជនល្ម	ជនល្មើស
លោហ	លោហធាតុ|លោហៈ
លោហធ	លោហធាតុ
លោហធា	លោហធាតុ
ហេតើ	ហេតើ
ធូរ	ធូរស្រាល|ធូរស្បើយ|ធូរ|ធូរធារ
ធូរស	ធូរស្រាល|ធូរស្បើយ
ធូរស្	ធូរស្រាល|ធូរស្បើយ
បង្អា	បង្អាក់|បង្អាប់
ស្រី	ស្រី
ថ្មី៖	ថ្មី៖
តទ	តទៅ|តទៅទៀត
តទៅ	តទៅ|តទៅទៀត
ភាពធា	ភាពធាត់
បង្គ	បង្គោល|បង្គត់|បង្គាប់|បង្គា|បង្គរ|បង្គន់
បង្គោ	បង្គោល
សន្ធិ	សន្ធិសញ្ញា
ឆ្មាំ	ឆ្មាំ
សូវៀ	សូវៀត
សូវៀត	សូវៀត
ភាពសា	ភាពសាមញ្ញ
ឋិ	ឋិតិវន្ត|ឋិតិ|ឋិតថេរ
ឋិត	ឋិតិវន្ត|ឋិតិ|ឋិតថេរ
ឋិតិ	ឋិតិវន្ត|ឋិតិ
ឋិតិវ	ឋិតិវន្ត
ស្រង	ស្រងាត់|ស្រង់|ស្រងូតស្រងាត់
ស្រងា	ស្រងាត់
ចំនេ	ចំនេះ|ចំនេញ
ចំនេះ	ចំនេះ
តម្រឹ	តម្រឹម
អ៊ូ	អ៊ូអរ|អ៊ូយ|អ៊ូហ្គង់
អ៊ូអ	អ៊ូអរ
អ៊ូអរ	អ៊ូអរ
វាយល	វាយលុក|វាយល់
វាយលុ	វាយលុក
ទិនា	ទិនា
យានអ	យានអវកាស
យានអវ	យានអវកាស
ហួសស	ហួសសម័យ
ហួសសម	ហួសសម័យ
មកទ	មកទល់
មកទល	មកទល់
មកទល់	មកទល់
មហិ	មហិច្ឆតា|មហិមា|មហិច្ឆិតា
មហិច	មហិច្ឆតា|មហិច្ឆិតា
មហិច្	មហិច្ឆតា|មហិច្ឆិតា
ខឹ	ខឹង|ខឹងសម្បារ
ខឹង	ខឹង|ខឹងសម្បារ
ដើម៖	ដើម៖
ថ្ងៃអ	ថ្ងៃអាទិត្យ|ថ្ងៃអង្គារ|ថ្ងៃអាហារ
ប្រផ	ប្រផេះ|ប្រផ្នូល
ប្រផេ	ប្រផេះ
អូល	អូលីវ|អូលីហ្គោ|អូលី
អូលី	អូលីវ|អូលីហ្គោ|អូលី
អូលីវ	អូលីវ
បុក	បុក
ការអញ	ការអញ្ជើញ
ការគុ	ការគុណ
អន្ទ	អន្ទាក់|អន្ទះសារ|អន្ទះអន្ទែង|អន្ទង់
អន្ទា	អន្ទាក់
វៃ៖	វៃ៖
ឥស្ល	ឥស្លាម
ឥស្លា	ឥស្លាម
ហ៊ុ	ហ៊ុំព័ទ្ធ|ហ៊ុន|ហ៊ុមព័ទ្ធ
ហ៊ុំ	ហ៊ុំព័ទ្ធ
ហ៊ុំព	ហ៊ុំព័ទ្ធ
ការី	ការី
គ្រែ	គ្រែ
ឆ្វ	ឆ្វេង
ឆ្វេ	ឆ្វេង
ឆ្វេង	ឆ្វេង
ដំបូល	ដំបូល
ក្រឡុ	ក្រឡុក
ម៉ាប	ម៉ាប|ម៉ាបនីមួយ
ប៉ះទ	ប៉ះទង្គិច
ប៉ះទង	ប៉ះទង្គិច
នា៖	នា៖
តាង	តាង|តាង៖
ឈឺច	ឈឺចាប់
ឈឺចា	ឈឺចាប់
ឈឺចាប	ឈឺចាប់
វិហ	វិហារ
វិហា	វិហារ
វិហារ	វិហារ
ប៉ារ៉	ប៉ារ៉ាម៉ែត្រ|ប៉ារ៉ាឡែល|ប៉ារ៉ាស៊ីត|ប៉ារ៉ាបូឡា|ប៉ារ៉ាឡាំពិក|ប៉ារ៉ា
ម៉ង	ម៉ង់
ម៉ង់	ម៉ង់
បំរ	បំរួល|បំរែ|បំរុង|បំរើ
បំរួ	បំរួល
បំរួល	បំរួល
អនុសញ	អនុសញ្ញា
សៅ	សៅ|សៅរ៍
អៀ	អៀរឡង់|អៀន
អៀរ	អៀរឡង់
អៀរឡ	អៀរឡង់
អៀរឡង	អៀរឡង់
ការតម	ការតម្រឹម|ការតម្រៀប|ការតម|ការតម្បាញ|ការតម្រង់|ការតម្លើង
ចំណុះ	ចំណុះ
អ៊ីស	អ៊ីសឺរណិត|អ៊ីសូឡង់|អ៊ីស្រាអែល|អ៊ីស្លង់|អ៊ីស្លាម|អ៊ីស្ទើរ
អ៊ីសឺ	អ៊ីសឺរណិត
កន្ត	កន្តើយ|កន្ត្រក|កន្ត្រៃ|កន្ត្រាក់
កន្តើ	កន្តើយ
ចម្រៀ	ចម្រៀង
លួង	លួងលោម
លួងល	លួងលោម
លួងលោ	លួងលោម
អាយុស	អាយុសង្ឃឹម
ហួត	ហួត
ភាពវឹ	ភាពវឹកវរ
ហ្វី	ហ្វីត|ហ្វីលីពីន|ហ្វីស|ហ្វីជី
ហ្វីត	ហ្វីត
កាប់	កាប់|កាប់បំផ្លាញ
ច្រប	ច្របូកច្របល់|ច្របាច់|ច្របល់
ច្របូ	ច្របូកច្របល់
ស្រោ	ស្រោមជើង|ស្រោម|ស្រោចស្រព|ស្រោប|ស្រោច
ស្រោម	ស្រោមជើង|ស្រោម
រំក	រំកិល
រំកិ	រំកិល
រំកិល	រំកិល
ទន់ភ	ទន់ភ្លន់
ទន់ភ្	ទន់ភ្លន់
៥	៥|៥០|៥៖|៥នាក់|៥០០|៥។
ព័ទ	ព័ទ្ធ
ព័ទ្	ព័ទ្ធ
ព័ទ្ធ	ព័ទ្ធ
កាណ	កាណាដា|កាណុង|កាណូ
កាណា	កាណាដា
កាណាដ	កាណាដា
អ្នកឯ	អ្នកឯកទេស|អ្នកឯករាជ្យ
ផុស	ផុស
សូត	សូត្រ
សូត្	សូត្រ
សូត្រ	សូត្រ
ចតុ	ចតុកោណ|ចតុកោណកែង
ចតុក	ចតុកោណ|ចតុកោណកែង
ចតុកោ	ចតុកោណ|ចតុកោណកែង
ច្រាំ	ច្រាំង
ឆ្អិ	ឆ្អិន
ឆ្អិន	ឆ្អិន
ចំប	ចំបាប់|ចំបើង|ចំបង
ចំបា	ចំបាប់
ចំបាប	ចំបាប់
ជំរក	ជំរក
យឺតយ	យឺតយ៉ាវ
យឺតយ៉	យឺតយ៉ាវ
រំជ	រំជើបរំជួល|រំជួល
រំជើ	រំជើបរំជួល
រំជើប	រំជើបរំជួល
រដ្ឋធ	រដ្ឋធម្មនុញ្ញ|រដ្ឋធានី
គ្រិ	គ្រិស្ត
គ្រិស	គ្រិស្ត
ជំទា	ជំទាស់
ជំទាស	ជំទាស់
អីវ	អីវ៉ាន់
អីវ៉	អីវ៉ាន់
អីវ៉ា	អីវ៉ាន់
ធ្យ	ធ្យូងថ្ម|ធ្យូង
ធ្យូ	ធ្យូងថ្ម|ធ្យូង
ធ្យូង	ធ្យូងថ្ម|ធ្យូង
ការហត	ការហត់
អង្គហ	អង្គហេតុ
ឃោ	ឃោរឃៅ|ឃោសនា
ឃោរ	ឃោរឃៅ
ឃោរឃ	ឃោរឃៅ
ឃោរឃៅ	ឃោរឃៅ
យោង៖	យោង៖
ស្រឡះ	ស្រឡះ
សំលេ	សំលេង
សំលេង	សំលេង
សភាព	សភាព|សភាពស្លេកស្លាំង
ម្រឹ	ម្រឹម
ម្រឹម	ម្រឹម
សោក	សោក|សោកនាដកម្ម|សោកស្ដាយ|សោកស្តាយ|សោការឌិ|សោកសៅ
ប៉ម	ប៉ម|ប៉មហាណូយ
កូនប	កូនប្រុស
កូនប្	កូនប្រុស
ស្តើ	ស្តើង
ស្តើង	ស្តើង
បូព	បូព៌ា
បូព៌	បូព៌ា
បូព៌ា	បូព៌ា
សារព័	សារព័ត៌មាន
បន្លឺ	បន្លឺ
ការជះ	ការជះឥទ្ធិពល
ហ្ន	ហ្នឹង
ហ្នឹ	ហ្នឹង
ហ្នឹង	ហ្នឹង
មុត	មុត|មុតមាំ
វ៉េ	វ៉េវ|វ៉េប|វ៉េណេស៊ុយអេឡា
វ៉េវ	វ៉េវ
អង់ត	អង់តាក់|អង់តែន
អង់តា	អង់តាក់
ហត	ហត់នឿយ|ហត្ថលេខា|ហត់|ហត្ថកម្ម|ហត|ហត្ថ
ហត់	ហត់នឿយ|ហត់
ហត់ន	ហត់នឿយ
ហត់នឿ	ហត់នឿយ
អធ	អធិបតេយ្យភាព|អធិរាជ|អធ្រាត្រ|អធ្យាស្រ័យ|អធិស្ឋាន|អធិកអធម
អធិ	អធិបតេយ្យភាព|អធិរាជ|អធិស្ឋាន|អធិកអធម|អធិបតេយ្យ|អធិការកិច្ច
អធិប	អធិបតេយ្យភាព|អធិបតេយ្យ
អធិបត	អធិបតេយ្យភាព|អធិបតេយ្យ
ទ្វេ	ទ្វេ|ទ្វេរ
សតិស	សតិសម្បជញ្ញៈ|សតិសម្បជ
សតិសម	សតិសម្បជញ្ញៈ|សតិសម្បជ
យ៉ូ	យ៉ូ៖|យ៉ូហាន
យ៉ូ៖	យ៉ូ៖
រលាក	រលាក
អ្នកត	អ្នកតស៊ូ|អ្នកតាមដាន|អ្នកតំណាង|អ្នកតែងតែ|អ្នកតម|អ្នកតានតឹង
។ល។	។ល។
ភៅ	ភៅ|ភៅ៖
ចំហុ	ចំហុយ
ចំហុយ	ចំហុយ
ភ្លែ	ភ្លែត
ភ្លែត	ភ្លែត
ចុះឈ	ចុះឈ្មោះ
ចុះឈ្	ចុះឈ្មោះ
សាឡាដ	សាឡាដ
កងក	កងកម្លាំង|កងកម្លាំងប្រដាប់អាវុធ
កងកម	កងកម្លាំង|កងកម្លាំងប្រដាប់អាវុធ
កងកម្	កងកម្លាំង|កងកម្លាំងប្រដាប់អាវុធ
បញ្ឆេ	បញ្ឆេះ
ចលា	ចលាចល|ចលាចលនយោបាយ
ចលាច	ចលាចល|ចលាចលនយោបាយ
ចលាចល	ចលាចល|ចលាចលនយោបាយ
តែម	តែម្តង|តែម្ដង
តែម្	តែម្តង|តែម្ដង
តែម្ត	តែម្តង
ដិ	ដិតដល់|ដិត
ដិត	ដិតដល់|ដិត
